id_socioeconomico,escolaridade_pai,escolaridade_pai_descricao,escolaridade_mae,escolaridade_mae_descricao,quantidade_pessoas_moradia,quantidade_pessoas_moradia_descricao,renda_familiar,renda_familiar_descricao
3171,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3172,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,A,Nenhuma Renda
3173,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,10,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3174,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,3,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3175,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3176,H,Nao sei,A,Nunca estudou,1,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3177,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,A,Nenhuma Renda
3178,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,4,,B,"Ate R$ 1.212,00"
3179,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,3,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3180,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",20,,A,Nenhuma Renda
3181,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,8,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3182,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,4,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3183,B,Nao completou a 4 serie/5 ano,H,Nao sei,7,,B,"Ate R$ 1.212,00"
3184,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,11,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3185,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3186,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,4,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3187,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,Q,"Acima de R$ 24.240,00"
3188,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,11,,A,Nenhuma Renda
3189,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,9,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3190,H,Nao sei,G,Completou a Pos-graduacao,7,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3191,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",12,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3192,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,7,,Q,"Acima de R$ 24.240,00"
3193,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3194,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",1,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3195,H,Nao sei,H,Nao sei,4,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3196,A,Nunca estudou,H,Nao sei,7,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3197,H,Nao sei,G,Completou a Pos-graduacao,2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3198,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3199,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3200,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,8,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3201,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",16,,A,Nenhuma Renda
3202,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3203,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,Q,"Acima de R$ 24.240,00"
3204,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,8,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3205,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3206,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,Q,"Acima de R$ 24.240,00"
3207,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,3,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3208,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,5,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3209,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,A,Nenhuma Renda
3210,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3211,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,2,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3212,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,2,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3213,A,Nunca estudou,G,Completou a Pos-graduacao,3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3214,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3215,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3216,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,3,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3217,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",10,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3218,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,2,,B,"Ate R$ 1.212,00"
3219,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3220,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3221,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3222,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3223,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,6,,L,"De R$ 9.696,01 ate R$ 10.908,00"
3224,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3225,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3226,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,2,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3227,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",8,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3228,H,Nao sei,A,Nunca estudou,1,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3229,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",11,,B,"Ate R$ 1.212,00"
3230,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3231,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,2,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3232,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,8,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3233,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3234,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,8,,B,"Ate R$ 1.212,00"
3235,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,4,,B,"Ate R$ 1.212,00"
3236,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,3,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3237,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,5,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3238,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,10,,B,"Ate R$ 1.212,00"
3239,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3240,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3241,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,A,Nenhuma Renda
3242,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",20,,A,Nenhuma Renda
3243,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,6,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3244,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3245,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3246,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,A,Nenhuma Renda
3247,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,5,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3248,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3249,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3250,A,Nunca estudou,A,Nunca estudou,11,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3251,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3252,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,8,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3253,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3254,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,14,,B,"Ate R$ 1.212,00"
3255,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,8,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3256,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3257,H,Nao sei,B,Nao completou a 4 serie/5 ano,4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3258,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3259,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,8,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3260,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",15,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3261,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3262,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,9,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3263,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,8,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3264,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,14,,A,Nenhuma Renda
3265,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3266,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,20,,B,"Ate R$ 1.212,00"
3267,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,L,"De R$ 9.696,01 ate R$ 10.908,00"
3268,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3269,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3270,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,1,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3271,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,7,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3272,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,9,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3273,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,14,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3274,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3275,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,9,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3276,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3277,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3278,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,B,"Ate R$ 1.212,00"
3279,H,Nao sei,B,Nao completou a 4 serie/5 ano,17,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3280,A,Nunca estudou,A,Nunca estudou,20,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3281,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3282,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3283,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3284,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,A,Nenhuma Renda
3285,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3286,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3287,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3288,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3289,A,Nunca estudou,A,Nunca estudou,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3290,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,L,"De R$ 9.696,01 ate R$ 10.908,00"
3291,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",8,,Q,"Acima de R$ 24.240,00"
3292,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3293,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3294,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3295,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,5,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3296,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3297,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3298,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,9,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3299,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3300,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3301,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3302,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3303,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",13,,C,"De R$ 1.212,01 ate R$ 1.818,00"
3304,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,9,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3305,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,3,,M,"De R$ 10.908,01 ate R$ 12.120,00"
3306,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,L,"De R$ 9.696,01 ate R$ 10.908,00"
3307,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3308,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,L,"De R$ 9.696,01 ate R$ 10.908,00"
3309,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3310,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",1,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3311,H,Nao sei,H,Nao sei,9,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3312,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3313,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3314,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,7,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3315,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3316,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",9,,B,"Ate R$ 1.212,00"
3317,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3318,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
3319,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,G,"De R$ 3.636,01 ate R$ 4.848,00"
3320,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3321,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,O,"De R$ 14.544,01 ate R$ 18.180,00"
3322,G,Completou a Pos-graduacao,H,Nao sei,2,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3323,B,Nao completou a 4 serie/5 ano,H,Nao sei,3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
3324,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,2,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3325,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",10,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3326,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3327,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,5,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3328,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,K,"De R$ 8.484,01 ate R$ 9.696,00"
3329,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,Q,"Acima de R$ 24.240,00"
3330,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,N,"De R$ 12.120,01 ate R$ 14.544,00"
3331,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,J,"De R$ 7.272,01 ate R$ 8.484,00"
3332,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,H,"De R$ 4.848,01 ate R$ 6.060,00"
3333,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,9,,A,Nenhuma Renda
3334,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,E,"De R$ 2.424,01 ate R$ 3.030,00"
3335,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,D,"De R$ 1.818,01 ate R$ 2.424,00"
3336,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,8,,I,"De R$ 6.060,01 ate R$ 7.272,00"
3337,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,Q,"Acima de R$ 24.240,00"
3338,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
